代碼,學系,國,英,數甲,數乙,物,化,生,歷,地,公
01737,都市計劃與開發管理學系,x2.00,x2.00,--,x2.00,--,--,--,x1.00,x1.00,--
01738,教育學系,x2.00,x1.50,--,--,--,--,--,x2.00,--,--
01739,心理輔導學系,x2.00,x2.00,--,--,--,--,--,--,--,x1.75
01740,應用數學系,x2.00,x1.50,x2.00,--,--,--,--,--,--,--
01741,光電物理學系,x1.00,x1.00,x1.50,--,x2.00,x1.00,--,--,--,--
01742,化學系,x1.50,x1.00,x1.50,--,x1.00,x2.00,--,--,--,--
01743,大氣科學系,x1.00,x1.50,x2.00,--,x1.50,x1.00,--,--,--,--
01744,地質學系,x1.00,x1.50,x1.00,--,x1.75,x2.00,--,--,--,--
01745,化學工程與材料工程學系,x2.00,x1.00,x2.00,--,x1.00,x2.00,--,--,--,--
01746,電機工程學系A組,x2.00,x2.00,x2.00,--,x1.00,x1.00,--,--,--,--
01747,機械工程學系,x2.00,x1.00,x2.00,--,x2.00,x1.00,--,--,--,--
01748,資訊工程學系A組,x2.00,x1.00,x2.00,--,x2.00,x1.00,--,--,--,--
01749,建築及都市設計學系,x2.00,x2.00,--,x1.50,--,--,--,--,--,--
01750,地理學系A組,x1.00,x1.00,x2.00,--,x2.00,x1.00,--,--,--,--
01751,生命科學系,x1.00,x1.50,x1.00,--,--,x1.50,x2.00,--,--,--
01752,土地資源學系B組,x2.00,x2.00,x1.00,--,x1.00,x2.00,--,--,--,--
01753,法律學系企業金融法制組,x1.50,x1.50,--,--,--,--,--,x1.00,x1.00,x1.00
01754,園藝暨生物技術學系,x1.00,x1.50,--,--,--,x1.50,x2.00,--,--,--
01755,動物科學系,x1.00,x2.00,--,--,--,x2.00,x2.00,--,--,--
01756,土地資源學系A組,x2.00,x1.00,--,x1.00,--,--,--,x2.00,x2.00,--
01758,地理學系B組,x1.00,x1.00,--,x2.00,--,--,--,x1.00,x2.00,--
01760,電機工程學系B組,x2.00,x2.00,x1.00,--,x2.00,x1.00,--,--,--,--
01761,紡織工程學系,x2.00,x2.00,x1.00,--,x1.00,x2.00,--,--,--,--
01762,財務金融學系財務金融組,x2.00,x1.00,--,x1.00,--,--,--,--,--,x2.00
01764,森林暨自然保育學系,x2.00,x1.00,--,--,--,--,--,x2.00,x2.00,--
01765,運動與健康促進學系,x2.00,x2.00,--,--,--,--,x1.75,--,--,--
01766,全球商務學士學位學程,x1.00,x2.00,--,x1.00,--,--,--,--,--,--
01767,音樂學系B組,x2.00,x1.50,--,--,--,--,--,x1.00,--,--
01901,材料工程學系,x2.00,x1.00,--,x2.00,--,--,--,--,--,--
01902,資訊經營學系,x2.00,x2.00,--,x1.75,--,--,--,--,--,--
01903,化學工程與生物科技學系(化學工程組),x2.00,x1.75,--,--,--,x2.00,--,--,--,--
01904,媒體設計學系數位遊戲設計組(社會組一),x1.75,x2.00,--,x2.00,--,--,--,--,--,--
01905,機械工程學系電子機械組(甲組),x2.00,x1.75,x2.00,--,--,--,--,--,--,--
01906,機械工程學系精密機械組(甲組),x2.00,x1.75,x2.00,--,--,--,--,--,--,--
01907,資訊工程學系(甲組),x2.00,x1.50,x1.00,--,--,--,--,--,--,--
01908,電機工程學系(甲組),x2.00,x1.00,x2.00,--,--,--,--,--,--,--
01909,機械工程學系電子機械組(乙組),x2.00,x1.75,--,x2.00,--,--,--,--,--,--
01910,工業設計學系(社會一組),x2.00,x2.00,--,x1.00,--,--,--,--,--,--
01911,事業經營學系(甲組),x1.00,x2.00,--,--,--,--,--,x1.00,x1.00,--
01912,化學工程與生物科技學系(生物科技組),x2.00,x1.75,--,--,--,--,x2.00,--,--,--
01913,媒體設計學系互動媒體設計組(社會組一),x1.75,x2.00,--,x2.00,--,--,--,--,--,--
01914,應用外語學系,x2.00,x2.00,--,--,--,--,--,x1.75,--,--
01915,電機工程學系(乙組),x2.00,x1.00,--,--,x2.00,--,--,--,--,--
01916,工業設計學系(自然一組),x2.00,x2.00,x1.00,--,--,--,--,--,--,--
01917,工程學院大一不分系學士班,x2.00,x2.00,x1.50,--,--,--,--,--,--,--
01918,事業經營學系(乙組),x1.00,x1.50,--,x1.50,--,--,--,--,--,--
01919,媒體設計學系數位遊戲設計組(社會組二),--,x2.00,--,--,--,--,--,x2.00,x1.50,--
01920,媒體設計學系互動媒體設計組(社會組二),--,x2.00,--,--,--,--,--,x2.00,x1.50,--
01921,資訊工程學系(乙組),x2.00,x1.50,--,x1.00,--,--,--,--,--,--
01922,工業設計學系(自然二組),x1.00,x1.00,--,--,x2.00,--,--,--,--,--
01923,機械工程學系精密機械組(乙組),x2.00,x1.75,--,x2.00,--,--,--,--,--,--
01924,工業設計學系(社會二組),--,x2.00,--,--,--,--,--,x2.00,x1.00,--
01925,媒體設計學系互動媒體設計組(自然組),x2.00,x2.00,x1.00,--,--,--,--,--,--,--
01926,媒體設計學系數位遊戲設計組(自然組),x2.00,x2.00,x1.00,--,--,--,--,--,--,--
02201,國文學系,x2.00,x1.25,--,--,--,--,--,x1.25,x1.00,--
02202,工業科技教育學系科技教育與訓練組,x1.00,x1.25,x1.25,--,x1.25,x1.00,--,--,--,--
02203,物理學系,x1.00,x1.00,x1.50,--,x2.00,x1.00,--,--,--,--
02204,英語學系,x1.25,x2.00,--,x1.00,--,--,--,x1.00,x1.00,--
02205,工業設計學系,x1.00,x2.00,--,x2.00,--,--,--,--,--,--
02206,電機工程學系,x1.00,x1.00,x1.00,--,x1.00,x1.00,--,--,--,--
02207,地理學系,x1.00,x1.25,--,x1.00,--,--,--,x1.00,x1.25,--
02210,特殊教育學系,x1.25,x1.25,--,x1.00,--,--,--,--,--,--
02211,教育學系,x1.50,x1.50,--,x1.50,--,--,--,x1.00,x1.00,--
02212,化學系,--,x2.00,x1.00,--,--,x2.00,--,--,--,--
02213,數學系數學組,x1.00,x1.25,x2.00,--,x1.25,--,--,--,--,--
02215,生物科技系,x1.00,x1.25,x1.00,--,--,x1.00,x2.00,--,--,--
02216,數學系應用數學組,x1.00,x1.25,x2.00,--,x1.25,--,--,--,--,--
02217,電子工程學系,x1.00,x1.00,x1.50,--,x1.50,x1.00,--,--,--,--
02219,工業科技教育學系能源與冷凍空調組,x1.00,x1.25,x1.25,--,x1.25,x1.00,--,--,--,--
02220,軟體工程與管理學系,x1.25,x1.50,x1.50,--,x1.00,x1.00,--,--,--,--
02221,事業經營學系,x1.50,x2.00,--,x1.75,--,--,--,--,--,--
01801,英國語文學系,x1.50,x2.00,--,--,--,--,--,x1.50,--,--
01802,西班牙語文學系,x2.00,x1.50,--,--,--,--,--,x1.00,--,--
01803,日本語文學系,x2.00,x1.00,--,--,--,--,--,x1.50,x1.50,--
01804,生態人文學系(人文組),x2.00,x2.00,--,--,--,--,--,x1.50,--,--
01805,法律學系,x2.00,x1.00,--,x1.00,--,--,--,--,--,x1.50
01806,應用化學系,x2.00,x1.00,--,--,--,x2.00,--,--,--,--
01807,中國文學系,x2.00,--,--,--,--,--,--,x2.00,x1.00,--
01809,社會工作與兒童少年福利學系,x2.00,x1.00,--,--,--,--,--,x2.00,x1.00,--
01810,生態人文學系(自然組),x2.00,x2.00,--,--,--,--,x1.50,--,--,--
01811,台灣文學系,x2.00,--,--,--,--,--,--,x1.25,x1.25,--
01812,國際企業學系(國際經營與行銷組),x1.50,x1.50,--,--,--,--,--,x1.00,--,x1.00
01813,資訊工程學系(智慧電子與數位系統設計組),x2.00,x2.00,--,x1.75,--,--,--,--,--,--
01814,會計學系,x2.00,x1.50,--,x1.50,--,--,--,--,--,--
01815,資訊傳播工程學系(虛擬實境多媒體應用組),x2.00,x1.00,--,x2.00,--,--,--,--,--,--
01816,企業管理學系,x2.00,x2.00,--,--,--,--,--,x2.00,x1.00,--
01817,國際企業學系(國際貿易與運籌組),x1.50,x1.50,--,--,--,--,--,x1.00,x1.00,--
01818,資訊管理學系(應用軟體開發組),x2.00,x1.75,--,x2.00,--,--,--,--,--,--
01819,資訊傳播工程學系(人工智慧產學實作組),x2.00,x1.00,--,x2.00,--,--,--,--,--,--
01821,觀光事業學系(甲組),x2.00,--,--,--,--,--,--,x1.00,x2.00,x2.00
01822,財務金融學系(金融管理組),x1.50,x1.25,--,x1.00,--,--,--,x1.50,--,--
01823,財務工程學系,x2.00,x1.50,--,x2.00,--,--,--,--,--,--
01825,資料科學暨大數據分析與應用學系,x2.00,x1.50,--,x2.00,--,--,--,--,--,--
01826,食品營養學系營養與保健組,x2.00,--,--,--,--,x1.00,x2.00,--,--,--
01827,食品營養學系食品與生物技術組,x2.00,--,--,--,--,x1.00,x2.00,--,--,--
01828,化粧品科學系,x2.00,x1.00,--,--,--,x2.00,--,--,--,--
01829,大眾傳播學系,x2.00,x2.00,--,--,--,--,--,x1.75,--,--
01830,寰宇管理學士學位學程,x1.25,x2.00,--,x1.00,--,--,--,--,--,--
01831,財務金融學系(投資管理組),x1.50,x1.00,--,x1.25,--,--,--,--,x1.50,--
01832,資訊管理學系(行動與雲端商務組),x2.00,x1.00,--,x2.00,--,--,--,--,x1.00,--
01833,資訊管理學系(物聯網應用組),x2.00,x2.00,--,x1.75,--,--,--,--,--,--
01834,資訊工程學系(人工智慧與網路技術組),x2.00,x1.50,--,x2.00,--,--,--,--,--,--
01835,資訊工程學系(智慧生活與服務設計組),x2.00,--,--,x2.00,--,--,--,--,--,x1.50
01838,資訊傳播工程學系(互動科技整合設計組),x2.00,x2.00,--,--,--,--,--,--,--,x1.00
01839,觀光事業學系(乙組),x2.00,--,--,x1.00,--,--,--,x2.00,x2.00,--
01840,觀光事業學系(丙組),x2.00,x1.00,--,--,--,--,--,x2.00,x2.00,--
01841,寰宇外語教育學士學位學程,x1.00,x2.00,--,--,--,--,--,x1.00,--,--
02101,商船學系,x1.00,x1.50,x1.50,--,x1.50,--,--,--,--,--
02102,食品科學系食品科學組,x1.00,x2.00,x1.00,--,--,x2.00,x2.00,--,--,--
02103,航運管理學系,x1.00,x2.00,--,x1.50,--,--,--,--,--,--
02104,運輸科學系B組,x1.00,x2.00,x2.00,--,--,--,--,--,--,--
02105,海洋環境資訊系,x1.00,x1.50,x1.50,--,x1.50,x1.00,--,--,--,--
02106,系統工程暨造船學系,x1.00,x1.25,x1.25,--,x1.25,x1.00,--,--,--,--
02107,河海工程學系,x1.00,x1.50,x1.50,--,x1.50,x1.00,--,--,--,--
02108,電機工程學系,x1.00,x1.00,x1.00,--,x1.00,x1.00,--,--,--,--
02109,機械與機電工程學系,x1.00,x1.50,x1.50,--,x1.50,x1.00,--,--,--,--
02110,資訊工程學系,x1.00,x1.00,x1.00,--,x1.00,--,--,--,--,--
02111,環境生物與漁業科學學系,x1.00,x1.50,x1.50,--,--,--,x1.25,--,--,--
02112,水產養殖學系,x1.00,x2.00,x1.00,--,--,x1.50,x2.00,--,--,--
02113,食品科學系生物科技組,x1.00,x2.00,x1.00,--,--,x2.00,x2.00,--,--,--
02114,生命科學暨生物科技學系,x1.00,x1.50,x1.00,--,--,x1.50,x1.50,--,--,--
02115,運輸科學系A組,x1.00,x2.00,--,x2.00,--,--,--,--,--,--
02116,輪機工程學系動力工程組,x1.00,x1.50,x1.50,--,x1.50,x1.00,--,--,--,--
02117,通訊與導航工程學系,x1.00,x1.50,x1.50,--,x1.50,--,--,--,--,--
02118,輪機工程學系能源應用組,x1.00,x1.50,x1.50,--,x1.50,x1.00,--,--,--,--
02119,海洋觀光管理學士學位學程,x1.50,x2.00,--,x1.00,--,--,--,--,--,--
02120,海洋法政學士學位學程,x2.00,x2.00,--,x1.00,--,--,--,--,--,--
02121,光電與材料科技學系,x1.00,x1.25,x1.50,--,x1.50,x1.00,--,--,--,--
02122,海洋文創設計產業學士學位學程,x1.50,x1.00,--,x1.00,--,--,--,--,--,--
02123,海洋生物科技學士學位學程,x1.00,x1.50,x1.00,--,--,x1.50,x1.50,--,--,--
02124,海洋工程科技學士學位學程,x1.00,x1.50,x1.50,--,x1.50,x1.00,--,--,--,--
02125,海洋經營管理學士學位學程,x1.00,x2.00,--,x1.00,--,--,--,--,--,--
02001,日本語文學系,x1.50,x1.50,--,x1.00,--,--,--,x1.00,x1.00,--
02002,法國語文學系,x1.50,x1.50,--,--,--,--,--,x1.00,x1.00,--
02003,英國語文學系,x1.00,x2.00,--,--,--,--,--,x1.00,--,--
02004,義大利語文學系,x1.50,x1.50,--,--,--,--,--,x1.00,x1.00,--
02006,社會工作學系,x1.50,x1.50,--,x1.00,--,--,--,--,--,--
02007,企業管理學系,x1.50,x1.50,--,x1.50,--,--,--,x1.00,x1.00,--
02008,統計資訊學系,x1.50,x2.00,--,x2.00,--,--,--,--,--,--
02009,會計學系,x1.50,x1.50,--,x1.50,--,--,--,x1.00,x1.00,--
02010,資訊管理學系,x1.50,x2.00,--,x2.00,--,--,--,--,--,--
02011,數學系資訊數學組,x1.25,x1.25,x2.00,--,--,--,--,--,--,--
02012,數學系應用數學組,x1.25,x1.25,x2.00,--,--,--,--,--,--,--
02013,食品科學系,x1.00,x2.00,x1.00,--,--,x2.00,x2.00,--,--,--
02014,營養科學系,x1.00,x2.00,x1.00,--,--,x2.00,x2.00,--,--,--
02015,心理學系,x2.00,x2.00,x1.50,--,--,--,--,--,--,--
02016,西班牙語文學系,x1.50,x1.50,--,--,--,--,--,x1.00,x1.00,--
02017,德語語文學系,x1.50,x1.50,--,--,--,--,--,x1.25,--,--
02018,中國文學系,x2.00,x1.25,--,--,--,--,--,x2.00,--,--
02019,哲學系,x2.00,x2.00,--,x2.00,--,--,--,x1.00,x1.00,--
02020,圖書資訊學系,x2.00,x2.00,--,x1.00,--,--,--,--,--,--
02021,影像傳播學系,x2.00,x2.00,--,x1.00,--,--,--,x1.00,x1.00,--
02022,歷史學系,x2.00,x1.75,--,--,--,--,--,x2.00,--,--
02023,宗教學系,x2.00,x2.00,--,--,--,--,--,x1.50,--,--
02024,金融與國際企業學系,x1.50,x2.00,--,x2.00,--,--,--,--,--,--
02025,兒童與家庭學系,x2.00,x2.00,--,x1.00,--,--,--,--,--,--
02026,織品服裝學系服飾設計組,x2.00,x2.00,--,x1.50,--,--,--,--,--,--
02027,織品服裝學系織品設計組,x2.00,x2.00,--,x1.50,--,--,--,--,--,--
02028,織品服裝學系織品服飾行銷組,x2.00,x2.00,--,x1.50,--,--,--,--,--,--
02029,餐旅管理學系,x2.00,x2.00,--,x1.50,--,--,--,x1.00,x1.00,--
02030,資訊工程學系,x1.50,x1.00,x1.00,--,--,--,--,--,--,--
02031,化學系,--,x1.50,x1.50,--,--,x2.00,--,--,--,--
02032,生命科學系,--,x2.00,--,--,--,x1.50,x2.00,--,--,--
02033,護理學系,x1.50,x1.50,x1.00,--,--,--,x1.25,--,--,--
02034,電機工程學系,x1.00,x1.00,x1.00,--,x1.00,--,--,--,--,--
02036,體育學系運動健康管理組,x2.00,x2.00,x2.00,--,--,--,x1.00,--,--,--
02037,新聞傳播學系,x2.00,x2.00,--,x1.00,--,--,--,x1.00,--,x1.00
02038,廣告傳播學系,x1.50,x1.50,--,x1.50,--,--,--,x1.00,x1.00,--
02039,應用美術學系,x1.00,x1.00,--,x1.00,--,--,--,x1.00,x1.00,--
02040,景觀設計學系(社會組),x1.00,x1.50,--,x1.00,--,--,--,x2.00,x2.00,--
02041,景觀設計學系(自然組),x1.00,x1.50,x1.00,--,--,--,x2.00,--,--,--
02042,法律學系,x1.00,x1.50,--,x1.00,--,--,--,x1.00,--,x1.00
02043,社會學系,x1.50,x1.50,--,x1.50,--,--,--,--,--,x1.00
02044,財經法律學系,x1.00,x1.50,--,x1.00,--,--,--,x1.00,--,x1.00
02045,經濟學系,x1.00,x2.00,--,x2.00,--,--,--,--,--,--
02046,醫學系(自費),--,x1.00,x1.00,--,x1.00,x1.00,x1.00,--,--,--
02047,公共衛生學系,x1.50,x1.50,x1.00,--,--,x1.00,x1.25,--,--,--
02048,臨床心理學系,x1.25,x2.00,x1.00,--,--,--,x1.25,--,--,--
02049,物理學系物理組,x1.00,--,x1.00,--,x2.00,--,--,--,--,--
02050,物理學系光電物理組,x1.00,--,x1.00,--,x2.00,--,--,--,--,--
02051,職能治療學系,x1.25,x2.00,x1.00,--,x1.00,--,x2.00,--,--,--
02052,醫學系(公費),--,x1.25,x1.00,--,x1.00,x1.00,x1.25,--,--,--
02053,呼吸治療學系,x1.00,x1.25,--,--,x1.00,--,x1.25,--,--,--
02054,教育領導與科技發展學士學位學程,x2.00,x2.00,--,x1.00,--,--,--,x1.00,x1.00,--
02055,醫學資訊與創新應用學士學位學程,x1.00,x2.00,x2.00,--,--,--,--,--,--,--
02301,電子工程學系,x1.00,x2.00,x2.00,--,x2.00,x1.00,--,--,--,--
02302,機電工程學系,x1.00,x2.00,x2.00,--,x2.00,x1.00,--,--,--,--
02303,生物學系,x1.00,x1.75,x1.00,--,--,x1.50,x2.00,--,--,--
02304,企業管理學系,x1.00,x2.00,--,x2.00,--,--,--,--,--,--
02305,會計學系,x1.50,x2.00,--,x2.00,--,--,--,--,--,--
02306,資訊管理學系資訊管理組,x1.00,x2.00,--,x2.00,--,--,--,--,--,--
02309,國文學系,x2.00,x1.50,--,--,--,--,--,x1.50,x1.00,--
02310,輔導與諮商學系學校輔導與諮商組,x1.75,x1.75,--,x1.50,--,--,--,x1.00,--,x1.00
02311,數學系,x1.00,x1.25,x2.00,--,x1.25,--,--,--,--,--
02312,英語學系,x1.50,x2.00,--,x1.00,--,--,--,x1.00,x1.00,--
02313,物理學系物理組,x1.00,x1.00,x1.50,--,x2.00,x1.00,--,--,--,--
02314,地理學系,x1.00,x1.25,--,x1.00,--,--,--,x1.00,x1.25,--
02315,特殊教育學系,x1.50,x1.50,--,x1.00,--,--,--,x1.00,x1.00,--
02316,化學系,x1.00,x1.25,x1.00,--,x1.25,x2.00,--,--,--,--
02317,電機工程學系,x1.00,x2.00,x2.00,--,x2.00,x1.00,--,--,--,--
02318,資訊工程學系,x1.00,x1.50,x2.00,--,x1.50,--,--,--,--,--
02319,輔導與諮商學系社區輔導與諮商組,x1.75,x1.75,--,x1.50,--,--,--,x1.00,--,x1.00
02320,物理學系光電組,x1.00,x1.00,x1.50,--,x2.00,x1.00,--,--,--,--
02321,公共事務與公民教育學系公共事務組,x1.25,x1.25,--,x1.00,--,--,--,x1.00,--,x2.00
02322,公共事務與公民教育學系公民教育組,x1.25,x1.25,--,x1.00,--,--,--,x1.00,--,x2.00
02323,資訊管理學系數位內容科技與管理組,x1.00,x2.00,x2.00,--,--,--,--,--,--,--
02501,護理學系,x1.00,x1.50,x1.00,--,--,x1.00,x1.50,--,--,--
02502,牙醫學系,--,x1.00,x1.00,--,x1.00,x1.00,x1.00,--,--,--
02503,生命科學系暨基因體科學研究所,--,x1.25,x1.00,--,x1.00,x1.25,x1.50,--,--,--
02504,醫學系(自費),--,x1.00,x1.00,--,x1.00,x1.00,x1.00,--,--,--
02505,生物醫學工程學系,x1.00,x1.00,x1.00,--,x1.00,x1.00,--,--,--,--
02506,物理治療暨輔助科技學系,--,x1.25,x1.00,--,x1.00,x1.00,x1.25,--,--,--
02507,醫學生物技術暨檢驗學系,--,x1.25,x1.00,--,--,x1.25,x1.25,--,--,--
02508,生物醫學影像暨放射科學系,--,x1.00,x1.25,--,x1.25,x1.25,x1.00,--,--,--
02509,學士班大一大二不分系,--,x1.25,x1.00,--,x1.00,x1.25,x1.50,--,--,--
02510,藥學系,--,x1.00,x1.00,--,x1.00,x1.00,x1.00,--,--,--
02511,醫學系(公費),--,x1.00,x1.00,--,x1.00,x1.00,x1.00,--,--,--
02601,物理治療學系,x1.50,x1.50,x1.00,--,x1.00,--,x1.50,--,--,--
02602,營養學系,x1.00,x2.00,x1.00,--,--,x2.00,x2.00,--,--,--
02604,公共衛生學系,x2.00,x2.00,x1.00,--,--,x1.50,x1.00,--,--,--
02606,職能治療學系,x1.25,x1.50,--,--,--,--,x1.00,--,--,--
02607,語言治療與聽力學系語言治療組,x1.50,x2.00,--,--,x1.00,--,x1.50,--,--,--
02608,生物醫學科學學系,x1.00,x1.50,x1.00,--,--,x1.50,x2.00,--,--,--
02609,視光學系,--,x1.00,x1.00,--,x1.00,--,x1.50,--,--,--
02610,醫療產業科技管理學系,x1.00,x1.50,--,x1.50,--,--,--,--,x1.00,--
02611,醫學應用化學系,x1.00,x1.00,x1.50,--,--,x2.00,--,--,--,--
02612,醫學影像暨放射科學系,--,x1.00,x1.25,--,x2.00,x1.00,x1.50,--,--,--
02613,心理學系,x1.50,x2.00,x1.00,--,--,--,--,--,--,--
02614,健康餐飲暨產業管理學系,x2.00,x1.00,x1.00,--,--,x2.00,x2.00,--,--,--
02615,職業安全衛生學系,x2.00,x1.00,x1.00,--,--,x1.50,x2.00,--,--,--
02616,醫學資訊學系,x1.00,x2.00,x2.00,--,--,--,--,--,--,--
02617,應用外國語言學系,x1.50,x2.00,--,--,--,--,--,x1.00,--,--
02620,醫學社會暨社會工作學系,x2.00,x2.00,--,x1.00,--,--,--,x1.00,x1.00,--
02621,醫學系,--,x1.00,x1.00,--,x1.00,x1.00,x1.00,--,--,--
02622,語言治療與聽力學系聽力組,x1.50,x2.00,--,--,x1.50,--,x1.00,--,--,--
02623,牙醫學系,x1.00,x1.00,x1.00,--,--,x1.00,x1.25,--,--,--
02624,醫學檢驗暨生物技術學系,x1.00,x1.00,--,--,--,x1.00,x1.25,--,--,--
02626,護理學系,x1.25,x1.50,x1.00,--,--,x1.00,x1.25,--,--,--
02701,中國文學系,x2.00,x1.00,--,--,--,--,--,x2.00,x2.00,--
02702,外國語文學系,x1.50,x2.00,--,x1.00,--,--,--,x1.00,x1.00,--
02704,政治經濟學系,x1.00,x1.50,--,x1.50,--,--,--,--,--,x1.00
02705,企業管理學系,x1.00,x2.00,--,x2.00,--,--,--,--,--,--
02706,財務管理學系,x1.00,x2.00,--,x2.00,--,--,--,--,--,--
02707,資訊管理學系(社會組),x1.50,x2.00,--,x2.00,--,--,--,--,--,--
02708,海洋環境及工程學系,--,x1.25,x1.50,--,x1.50,x1.00,--,--,--,--
02709,資訊工程學系甲組,--,x1.00,x2.00,--,x2.00,--,--,--,--,--
02710,電機工程學系甲組,x1.00,x1.00,x1.00,--,x1.00,x1.00,--,--,--,--
02711,機械與機電工程學系甲組,x1.00,x1.50,x2.00,--,x2.00,x1.00,--,--,--,--
02712,化學系,x1.00,x1.00,x1.00,--,x1.00,x2.00,--,--,--,--
02713,物理學系,x1.00,x1.75,x1.50,--,x1.50,x1.00,--,--,--,--
02714,應用數學系,--,x1.00,x2.00,--,x1.50,--,--,--,--,--
02715,生物科學系,x1.00,x1.25,x1.00,--,--,x1.25,x1.50,--,--,--
02716,海洋生物科技暨資源學系,--,x1.50,x1.00,--,--,x1.50,x1.50,--,--,--
02717,材料與光電科學學系甲組,x1.00,x1.00,x1.00,--,x1.00,x1.00,--,--,--,--
02718,劇場藝術學系,x2.00,x2.00,--,x1.00,--,--,--,x1.00,--,--
02719,社會學系,--,x2.00,--,x1.00,--,--,--,--,--,x2.00
02720,電機工程學系乙組,x1.00,x1.50,x2.00,--,x2.00,x1.00,--,--,--,--
02721,光電工程學系甲組,x1.00,x1.50,x2.00,--,x2.00,x1.00,--,--,--,--
02722,資訊管理學系(自然組),x1.50,x2.00,x2.00,--,--,--,--,--,--,--
02723,海洋科學系,x1.00,x1.25,x1.00,--,--,x1.00,--,--,--,--
02724,機械與機電工程學系乙組,--,x1.00,x2.00,--,x1.50,--,--,--,--,--
02725,資訊工程學系乙組,--,x1.00,x2.00,--,x2.00,--,--,--,--,--
02726,光電工程學系乙組,x1.00,x1.00,x1.50,--,x1.50,x1.00,--,--,--,--
02727,材料與光電科學學系乙組,x1.00,x1.00,x2.00,--,x1.00,x1.00,--,--,--,--
02728,材料與光電科學學系丙組,x1.00,x1.00,x1.00,--,x2.00,x2.00,--,--,--,--
02729,人文暨科技跨領域學士學位學程,x1.75,x1.50,--,x1.75,--,--,--,--,--,--
03001,工業設計學系(自然組),x1.00,x1.50,x1.50,--,--,--,--,--,--,--
03002,工商管理學系(自然組),x1.00,x1.25,x1.25,--,--,--,--,--,--,--
03003,醫務管理學系(社會組),x1.00,x1.50,--,x1.25,--,--,--,--,--,--
03004,醫務管理學系(自然組),x1.00,x1.50,x1.25,--,--,--,--,--,--,--
03005,資訊管理學系(社會組),x1.25,x1.50,--,x1.50,--,--,--,--,--,--
03006,護理學系,x1.00,x1.50,x1.00,--,--,x1.00,x1.50,--,--,--
03007,人工智慧學士學位學程,x1.00,x1.25,x1.50,--,x1.00,--,--,--,--,--
03008,電機工程學系,x1.00,x1.25,x1.50,--,x1.50,--,--,--,--,--
03009,機械工程學系,x1.00,x1.25,x1.50,--,x1.50,x1.00,--,--,--,--
03010,化工與材料工程學系,x1.00,x1.25,x1.25,--,x1.00,x1.25,--,--,--,--
03011,電子工程學系,x1.00,x1.00,x1.00,--,x1.00,x1.00,--,--,--,--
03012,資訊工程學系,x1.00,x1.25,x1.50,--,x1.25,--,--,--,--,--
03013,醫學系(自費),--,x1.00,x1.00,--,x1.00,x1.00,x1.00,--,--,--
03014,醫學生物技術暨檢驗學系,x1.00,x1.00,x1.00,--,--,x1.50,x1.50,--,--,--
03015,醫學影像暨放射科學系,--,x1.25,x1.25,--,x1.25,x1.00,x1.00,--,--,--
03016,職能治療學系,--,x1.25,x1.00,--,x1.00,x1.00,x1.25,--,--,--
03017,物理治療學系,--,x1.00,--,--,x1.00,x1.00,x1.00,--,--,--
03018,中醫學系,x1.00,x1.00,x1.00,--,--,x1.00,x1.00,--,--,--
03019,生物醫學系,--,x1.25,x1.00,--,x1.00,x1.25,x1.25,--,--,--
03020,呼吸治療學系,--,x1.50,--,--,--,x1.00,x1.00,--,--,--
03021,工業設計學系(社會組),x1.50,x1.50,--,x1.00,--,--,--,--,--,--
03022,資訊管理學系(自然組),x1.25,x1.50,x1.50,--,--,--,--,--,--,--
03023,工商管理學系(社會組),x1.00,x1.25,--,x1.25,--,--,--,--,--,--
03024,醫學系(公費),--,x1.00,x1.00,--,x1.00,x1.00,x1.00,--,--,--
03101,數學教育學系,x1.00,x2.00,x2.00,--,x1.00,x1.00,--,--,--,--
03102,幼兒教育學系,x1.50,x1.25,--,x1.00,--,--,--,x1.00,--,x1.00
03103,區域與社會發展學系,x1.00,x1.00,--,--,--,--,--,x2.00,x2.00,x2.00
03104,教育學系,x1.25,x1.00,--,x1.00,--,--,--,x1.00,x1.00,--
03107,特殊教育學系(自費),x1.50,x1.50,--,x1.50,--,--,--,x1.00,x1.00,--
03108,語文教育學系,x2.00,x1.25,--,x1.00,--,--,--,x1.25,x1.00,--
03109,科學教育與應用學系,x2.00,x1.00,x1.00,--,x2.00,x2.00,--,--,--,--
03111,台灣語文學系,x1.00,x1.00,--,x1.00,--,--,--,x1.00,x1.00,--
03112,資訊工程學系,x1.00,x1.00,x1.25,--,x1.00,--,--,--,--,--
03113,英語學系(自費),x1.00,x2.00,--,--,--,--,--,x1.00,x1.00,--
03114,數位內容科技學系,x1.00,x1.50,x2.00,--,x1.00,--,--,--,--,--
03115,諮商與應用心理學系,x2.00,x2.00,--,x1.75,--,--,--,--,--,--
03116,國際企業學系,x1.25,x1.50,--,x1.00,--,--,--,--,--,x1.00
03117,文化創意產業設計與營運學系,x1.00,x2.00,--,x1.00,--,--,--,--,--,--
03119,英語學系(公費),x1.00,x2.00,--,x1.00,--,--,--,x1.00,x1.00,--
03120,特殊教育學系(公費),x1.50,x1.50,--,x1.50,--,--,--,x1.00,x1.00,--
03401,英美語文學系,x1.25,x2.00,--,--,--,--,--,x1.00,--,x1.00
03402,觀光暨休閒遊憩學系,x1.50,x2.00,--,--,--,--,--,--,x1.50,--
03403,企業管理學系,x1.00,x1.50,--,x1.50,--,--,--,--,--,--
